origem,doi,titulo,autores,ano,venue,fase,decisao,motivo,notas
ieee,10.1109/CAC67268.2025.11486874,Integrated Path Planning and Safety Control for Multi-Robot Systems in Post-Disaster Environments,X. Bu; J. Chu; Q. Yue,2025,2025 China Automation Congress (CAC),texto_integral,excluir,E8,
ieee,10.1109/Automation66991.2025.11389874,Multi-Objective Task Allocation and Path Planning in Heterogeneous Multi-Robot Systems Using Hierarchical Framework and Reinforcement Learning,S. H. Lo; R. Chen,2025,2025 International Conference on Automation Technology (Automation),texto_integral,excluir,E8,
ieee,10.1109/ACCESS.2025.3598345,Multi-Robot Cooperative Inspection Planning of Substation Based on Genetic Algorithm and Deep Reinforcement Learning,J. Liu; J. Wang; J. Peng; Y. Hong; T. Shao,2025,IEEE Access,texto_integral,excluir,E8,
ieee,10.23919/CCC64809.2025.11179572,Post-Disaster Multi-Robot Target Search Based on Improved Distributed Reinforcement Learning,Q. Zhang; Y. Feng; C. Li,2025,2025 44th Chinese Control Conference (CCC),texto_integral,excluir,E8,
ieee,10.1109/MED51440.2021.9480176,Distributed safe reinforcement learning for multi-robot motion planning,Y. Lu; Y. Guo; G. Zhao; M. Zhu,2021,2021 29th Mediterranean Conference on Control and Automation (MED),texto_integral,excluir,E8,
ieee,10.1109/RCAR65431.2025.11139421,Multi-robot Collision Avoidance in Non-communication Deep-Sea Environments via Reinforcement Learning,D. Li; Q. Zhang; Y. Ma; S. Miao; X. Li; S. Song,2025,2025 IEEE International Conference on Real-time Computing and Robotics (RCAR),texto_integral,excluir,E8,
ieee,10.1109/LRA.2021.3102636,Decentralized Multi-Robot Collision Avoidance in Complex Scenarios With Selective Communication,Y. Zhai; B. Ding; X. Liu; H. Jia; Y. Zhao; J. Luo,2021,IEEE Robotics and Automation Letters,texto_integral,excluir,E8,
ieee,10.1109/TNSM.2024.3406350,Energy Efficiency Deep Reinforcement Learning for URLLC in 5G Mission-Critical Swarm Robotics,T. M. Ho; K. -K. Nguyen; M. Cheriet,2024,IEEE Transactions on Network and Service Management,titulo_resumo,excluir,E6,
ieee,10.1109/CAC53003.2021.9728673,Multi-robot Cooperative Search Method Based on Biological Heuristic Algorithm,F. Yang; S. Li; C. Chen,2021,2021 China Automation Congress (CAC),texto_integral,excluir,E8,
ieee,10.1109/CYBER67662.2025.11168353,A Swarm of Minimalist Robots Traps a Moving Target Using Optical Interactions,J. Hou; Y. Qiu; Y. Yang; L. Liu,2025,"2025 IEEE 15th International Conference on CYBER Technology in Automation, Control, and Intelligent Systems (CYBER)",texto_integral,excluir,E8,
ieee,10.1109/ICIICS63763.2024.10859967,Multi Robot Cooperative Control Based on Edge Computing and Multi Agent Reinforcement Learning with Cooperative Planning,H. Yuan; C. Xu; F. Tu; A. Ma; H. Shi; S. Wei; Y. Zhang,2024,2024 International Conference on Integrated Intelligence and Communication Systems (ICIICS),texto_integral,excluir,E8,
ieee,10.1109/ACCESS.2026.3676798,"A Survey of Intelligent Mapless Multi-Robot Systems: Perception, Distributed Planning, and Predictive Cooperation",C. Jia; H. H. Teo; Y. J. King; X. Wen,2026,IEEE Access,titulo_resumo,excluir,E2,
ieee,10.1109/LRA.2022.3187529,Optimal Path and Timetable Planning Method for Multi-Robot Optimal Trajectory,C. Zhang; Y. Li; L. Zhou,2022,IEEE Robotics and Automation Letters,titulo_resumo,excluir,E6,
ieee,10.1109/ISIE45552.2021.9576188,Research on Search Algorithm by PSO with Virtual Pheromone and Dynamical Niche for Swarm Robots,H. Inahara; N. Motoi,2021,2021 IEEE 30th International Symposium on Industrial Electronics (ISIE),texto_integral,excluir,E8,
ieee,10.1109/CAC53003.2021.9728309,Research on Multi-robot Path Planning Method Based on Improved MADDPG Algorithm,P. Li; S. Jia; Z. Cai,2021,2021 China Automation Congress (CAC),texto_integral,excluir,E8,
ieee,10.1109/ROBIO55434.2022.10011827,Multi-Robot Real-time Game Strategy Learning based on Deep Reinforcement Learning,K. Deng; Y. Li; S. Lu; Y. Mu; X. Pang; Q. Liu,2022,2022 IEEE International Conference on Robotics and Biomimetics (ROBIO),texto_integral,excluir,E8,
ieee,10.1109/IROS58592.2024.10802510,Graph Neural Network-based Multi-agent Reinforcement Learning for Resilient Distributed Coordination of Multi-Robot Systems,A. Goeckner; Y. Sui; N. Martinet; X. Li; Q. Zhu,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),texto_integral,excluir,E8,
ieee,10.1109/IROS58592.2024.10802212,Hierarchical Consensus-Based Multi-Agent Reinforcement Learning for Multi-Robot Cooperation Tasks,P. Feng; J. Liang; S. Wang; X. Yu; X. Ji; Y. Chen; K. Zhang; R. Shi; W. Wu,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),texto_integral,excluir,E8,
ieee,10.1109/ACCESS.2025.3581807,Adaptive Multi-Robot Exploration for Unknown Environments Using Edge-Weighted Path Planning,F. Baghyari; T. Parsons; J. Seo; B. Kim; M. Kim; H. Lee,2025,IEEE Access,texto_integral,excluir,E8,
ieee,10.1109/ICOIN63865.2025.10992877,Swarm Control with Particle Filter for Search and Rescue Operations Using Mobile Robots,R. Murakami; H. Yomo; Y. Takizawa,2025,2025 International Conference on Information Networking (ICOIN),texto_integral,excluir,E8,
ieee,10.1109/EEiSS69782.2026.11584565,Self-Attention-Based Multi-Robot Collaborative Hunting Strategy,P. Tan; W. Lei; W. Wang; H. Wang; H. Luo,2026,2026 3rd International Conference on Electronic Engineering and Information Systems (EEISS),texto_integral,excluir,E8,
ieee,10.1109/ICMLA58977.2023.00146,Benchmarking Communicative Reinforcement Learning Frameworks on Multi-Robot Cooperative Tasks,M. N. Abbas; P. Liston; B. Lee; Y. Qiao,2023,2023 International Conference on Machine Learning and Applications (ICMLA),texto_integral,excluir,E8,
ieee,10.1109/CACS63404.2024.10773177,Multi-Robot Active Mapping based on Inverse Reinforcement Learning in Unknown Environments,P. -H. Hsieh; K. -Y. Wong,2024,2024 International Automatic Control Conference (CACS),texto_integral,excluir,E8,
ieee,10.1109/HORA49412.2020.9152861,Particle Swarm Optimization in Swarm Robotics,L. TÜRKLER; L. Ö. AKKAN; T. AKKAN,2020,"2020 International Congress on Human-Computer Interaction, Optimization and Robotic Applications (HORA)",texto_integral,excluir,E8,
ieee,10.1109/TIE.2023.3239876,Distributed Gossip-Triggered Control for Robot Swarms With Limited Communication Range,Z. Zhang; X. Zhao; B. Tao; H. Ding,2023,IEEE Transactions on Industrial Electronics,titulo_resumo,excluir,E6,
ieee,10.1109/ICRA57147.2024.10610375,MuRoSim – A Fast and Efficient Multi-Robot Simulation for Learning-based Navigation,C. Jestel; K. Rösner; N. Dietz; N. Bach; J. Eßer; J. Finke; O. Urbann,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),texto_integral,excluir,E7,
ieee,10.1109/ICACR59381.2023.10314641,A Bi-objective Distributed Optimization Algorithm for Multi-target Encirclement of Multi-robot System with Optimal Formation,X. Meng; Q. Liu; Z. Zhang,2023,"2023 7th International Conference on Automation, Control and Robots (ICACR)",titulo_resumo,excluir,E6,
ieee,10.1109/LRA.2026.3699266,Prompt Optimization Through Reinforcement Learning for Generative Language Model Code Synthesis in Multi-Robot Systems,K. Kannan; J. Bae,2026,IEEE Robotics and Automation Letters,texto_integral,excluir,E7,
ieee,10.1109/CASE59546.2024.10711550,Online Multi-Robot Coverage Path Planning in Dynamic Environments Through Pheromone-Based Reinforcement Learning,K. Champagnie; B. Chen; F. Arvin; J. Hu,2024,2024 IEEE 20th International Conference on Automation Science and Engineering (CASE),texto_integral,excluir,E8,
ieee,10.1109/MSN69125.2025.00013,Deep Reinforcement Learning based Multi-Robot Search for Mobile Targets,S. Ye; Y. Li; H. Liu,2025,"2025 21st International Conference on Mobility, Sensing and Networking (MSN)",texto_integral,excluir,E8,
ieee,10.1109/GCCE62371.2024.10760511,Application of Supervisory Control to Arbitration for Multi-Robot Systems with Learning Robots,T. Yamasaki; T. Ushio,2024,2024 IEEE 13th Global Conference on Consumer Electronics (GCCE),titulo_resumo,excluir,E6,
ieee,10.1109/TCST.2024.3430128,Mixed Reality Environment and High-Dimensional Continuification Control for Swarm Robotics,G. Carlo Maffettone; L. Liguori; E. Palermo; M. Di Bernardo; M. Porfiri,2024,IEEE Transactions on Control Systems Technology,titulo_resumo,excluir,E6,
ieee,10.1109/LRA.2022.3224667,Deep Reinforcement Learning for Decentralized Multi-Robot Exploration With Macro Actions,A. H. Tan; F. P. Bejarano; Y. Zhu; R. Ren; G. Nejat,2023,IEEE Robotics and Automation Letters,texto_integral,incluir,,
ieee,10.1109/ISoIRS57349.2022.00039,Analysis of Swarm Robotics Cooperative Control Strategy from the Patent Perspective,X. Fang; H. Xu; B. Chen; K. Fang; G. Li; Z. Mao; L. Zheng; J. Jiang,2022,2022 International Symposium on Intelligent Robotics and Systems (ISoIRS),titulo_resumo,excluir,E2,
ieee,10.1109/SIEDS61124.2024.10534736,Evolutionary-based Coordination of Multi-Robot Systems with Dynamic Constraints,V. Shah; M. Heeter; J. Vallarino; P. Sherman; L. Bramblett; N. Bezzo,2024,2024 Systems and Information Engineering Design Symposium (SIEDS),texto_integral,excluir,E8,
ieee,10.1109/TASE.2024.3424677,Decision Making for Multi-Robot Fixture Planning Using Multi-Agent Reinforcement Learning,E. Canzini; M. Auledas-Noguera; S. Pope; A. Tiwari,2025,IEEE Transactions on Automation Science and Engineering,texto_integral,excluir,E7,
ieee,10.1109/ICPADS63350.2024.00083,From Agents to Robots: A Training and Evaluation Platform for Multi-robot Reinforcement Learning,Z. Liang; J. Cao; S. Jiang; D. Saxena; R. Cao; H. Xu,2024,2024 IEEE 30th International Conference on Parallel and Distributed Systems (ICPADS),texto_integral,excluir,E7,
ieee,10.1109/LRA.2025.3557751,Multi-Robot Reliable Navigation in Uncertain Topological Environments With Graph Attention Networks,Z. Yu; H. Guo; C. -M. Chew; A. H. Adiwahono; J. Chan; B. W. T. Shong; W. -Y. Yau,2025,IEEE Robotics and Automation Letters,texto_integral,excluir,E8,
ieee,10.1109/CYBER67662.2025.11168356,An Area Coverage Method in Unknown Environment Using a Self-Organized Robot Swarm,Y. Wang; F. Zhang; S. Yuan; Y. Yang,2025,"2025 IEEE 15th International Conference on CYBER Technology in Automation, Control, and Intelligent Systems (CYBER)",texto_integral,excluir,E8,
ieee,10.1109/MRS60187.2023.10416792,MARBLER: An Open Platform for Standardized Evaluation of Multi-Robot Reinforcement Learning Algorithms,R. J. Torbati; S. Lohiya; S. Singh; M. S. Nigam; H. Ravichandar,2023,2023 International Symposium on Multi-Robot and Multi-Agent Systems (MRS),texto_integral,excluir,E7,
ieee,10.1109/OTCON65728.2025.11070616,Optimized Motion Planning in Mobile Robots Using an Enhanced Bi-objective Salp Swarm Algorithm,S. Gupta; S. Gupta; B. V. Kumar; V. Kant; A. Kumar; S. Bharany,2025,2025 4th OPJU International Technology Conference (OTCON) on Smart Computing for Innovation and Advancement in Industry 5.0,titulo_resumo,excluir,E1,
ieee,10.1109/IRAC67707.2025.11381124,Heterogeneous Graph Attention Networks for Multi-Robot Task Allocation,Y. Hu; D. Liu; J. Li; T. Wu,2025,2025 International Conference on Intelligent Robotics and Automatic Control (IRAC),texto_integral,excluir,E7,
ieee,10.1109/SMC52423.2021.9658795,Multi-robot Information Sampling Using Deep Mean Field Reinforcement Learning,T. Said; J. Wolbert; S. Khodadadeh; A. Dutta; O. P. Kreidl; L. Bölöni; S. Roy,2021,"2021 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",texto_integral,excluir,E8,
ieee,10.1109/TASE.2025.3579736,Autonomous and Adaptive Role Selection for Multi-Robot Collaborative Area Search Based on Deep Reinforcement Learning,L. Zhu; J. Cheng; H. Zhang; Z. Cui; W. Zhang; Y. Liu,2025,IEEE Transactions on Automation Science and Engineering,texto_integral,incluir,,
ieee,10.1109/ACCESS.2023.3244911,Dynamic Elliptical Shaping Control for Swarm Robots,S. T. Hart; J. Kamenetsky; C. A. Kitts,2023,IEEE Access,titulo_resumo,excluir,E6,
ieee,10.1109/TASE.2025.3605990,A Mixed-Reality-Augmented Deep Reinforcement Learning Approach for Multi-Robot Safe Motion Generation in Human–Robot Collaborative Manufacturing Cells,C. Li; Y. Yin; H. Ye; P. Zheng; S. K. Gupta,2025,IEEE Transactions on Automation Science and Engineering,texto_integral,excluir,E8,
ieee,10.1109/CCE56709.2022.9975963,Multi-Robot Flocking Control Using Multi-Agent Twin Delayed Deep Deterministic Policy Gradient,M. S. Youssef; N. Adel Hassan; A. El-Badawy,2022,"2022 19th International Conference on Electrical Engineering, Computing Science and Automatic Control (CCE)",texto_integral,excluir,E8,
ieee,10.1109/ICRA55743.2025.11128456,TaskExp: Enhancing Generalization of Multi-Robot Exploration with Multi-Task Pre-Training,S. Zhu; Y. Zhao; Y. Xu; A. Chen; J. Chen; J. Xu,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),texto_integral,incluir,,
ieee,10.1109/ICCC62069.2024.10569667,Swarm Robots Modelling,W. Rączka; D. Marszalik,2024,2024 25th International Carpathian Control Conference (ICCC),texto_integral,excluir,E8,
ieee,10.1109/ICRA57147.2024.10610484,Multi-Robot Informative Path Planning from Regression with Sparse Gaussian Processes,K. Jakkala; S. Akella,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),titulo_resumo,excluir,E6,
ieee,10.1109/ACCESS.2025.3626283,Federated Reinforcement Learning and Deep Q-Network: Improving Fault Tolerance and Energy Consumption in Swarm Robotics for Mine Prospection Missions,A. Hafid; R. Hocine; L. Guezouli; H. Moumen,2025,IEEE Access,texto_integral,excluir,E8,
ieee,10.1109/HPBDIS49115.2020.9130566,Parameter Identification of Collaborative Robot Based on Improved Artificial Fish Swarm Algorithm,Y. Liu; Z. Hou; H. Wang; J. Liang; G. Yang; Y. Zhang; Z. Xu; W. Wang,2020,2020 International Conference on High Performance Big Data and Intelligent Systems (HPBD&IS),titulo_resumo,excluir,E1,
ieee,10.1109/CEC55065.2022.9870229,A Noise-Resistant Mixed-Discrete Particle Swarm Optimization Algorithm for the Automatic Design of Robotic Controllers,C. Baumann; A. Martinoli,2022,2022 IEEE Congress on Evolutionary Computation (CEC),texto_integral,incluir,,
ieee,10.1109/IROS51168.2021.9635836,MAMBPO: Sample-efficient multi-robot reinforcement learning using learned world models,D. Willemsen; M. Coppola; G. C. H. E. de Croon,2021,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),texto_integral,excluir,E8,
ieee,10.1109/CFASTA57821.2023.10243195,Multi-Robot Motion Planning: A Learning-Based Artificial Potential Field Solution,D. Zhang; G. Zhu; Q. Zhang,2023,2023 2nd Conference on Fully Actuated System Theory and Applications (CFASTA),texto_integral,excluir,E8,
ieee,10.1109/IROS58592.2024.10801743,D3G: Learning Multi-robot Coordination from Demonstrations,Y. Zhou; W. Jin; X. Wang,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),texto_integral,incluir,,
ieee,10.1109/IROS58592.2024.10802518,Efficient Global Trajectory Planning for Multi-robot System with Affinely Deformable Formation,H. Sha; Y. Cui; W. Lu; D. Zhang; C. Wang; J. Wu; R. Xiong; Y. Wang,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),titulo_resumo,excluir,E6,
ieee,10.1109/ICRA48891.2023.10160947,Show me What you want: Inverse Reinforcement Learning to Automatically Design Robot Swarms by Demonstration,I. Gharbi; J. Kuckling; D. G. Ramos; M. Birattari,2023,2023 IEEE International Conference on Robotics and Automation (ICRA),texto_integral,excluir,E8,
ieee,10.1109/TITS.2023.3344518,Hierarchical Perception-Improving for Decentralized Multi-Robot Motion Planning in Complex Scenarios,Y. Jia; Y. Song; B. Xiong; J. Cheng; W. Zhang; S. X. Yang; S. Kwong,2024,IEEE Transactions on Intelligent Transportation Systems,texto_integral,excluir,E8,
ieee,10.1109/MRS50823.2021.9620707,Learning Robot Swarm Tactics over Complex Adversarial Environments,A. Behjat; H. Manjunatha; P. K. Kumar; A. Jani; L. Collins; P. Ghassemi; J. Distefano; D. Doermann; K. Dantu; E. Esfahani; S. Chowdhury,2021,2021 International Symposium on Multi-Robot and Multi-Agent Systems (MRS),texto_integral,incluir,,
ieee,10.1109/TVT.2026.3705965,Target Search and Cost-Optimal Navigation in Unknown Environments for Multi-Robot Systems,G. Pan; C. Deng; S. Fan; Y. Xie; C. Shang; S. Hui; Q. -Y. Fan,2026,IEEE Transactions on Vehicular Technology,texto_integral,excluir,E8,
ieee,10.1109/ICRA55743.2025.11127700,MARVEL: Multi-Agent Reinforcement Learning for Constrained Field-of-View Multi-Robot Exploration in Large-Scale Environments,J. Chiun; S. Zhang; Y. Wang; Y. Cao; G. Sartoretti,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),texto_integral,incluir,,
ieee,10.1109/TASE.2024.3435443,Social-Learning Coordination of Collaborative Multi-Robot Systems Achieves Resilient Production in a Smart Factory,Z. Nie; K. -C. Chen; K. Jin Kim,2025,IEEE Transactions on Automation Science and Engineering,texto_integral,excluir,E7,
ieee,10.1109/LRA.2025.3573627,Game-Based Social Learning Particle Swarm Optimizer for Inverse Kinematics of Robotic Arms,K. Hu; Z. Ma; S. Zou; J. Li; J. Zhang,2025,IEEE Robotics and Automation Letters,titulo_resumo,excluir,E1,
ieee,10.1109/ICRA55743.2025.11128566,Reinforcement Learning Driven Multi-Robot Exploration via Explicit Communication and Density-Based Frontier Search,G. Calzolari; V. Sumathy; C. Kanellakis; G. Nikolakopoulos,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),texto_integral,incluir,,
ieee,10.1109/LRA.2025.3534682,Heterogeneous Multi-robot Task Allocation and Scheduling via Reinforcement Learning,W. Dai; U. Rai; J. Chiun; Y. Cao; G. Sartoretti,2025,IEEE Robotics and Automation Letters,texto_integral,excluir,E7,
ieee,10.1109/LRA.2024.3366414,Initial Task Allocation in Multi-Human Multi-Robot Teams: An Attention-Enhanced Hierarchical Reinforcement Learning Approach,R. Wang; D. Zhao; A. Gupte; B. -C. Min,2024,IEEE Robotics and Automation Letters,texto_integral,excluir,E7,
ieee,10.1109/LRA.2025.3611118,Learning Routing Policy With Spatial Awareness: A Distance-Based Attention Mechanism for Multi-Robot Routing With Time Windows in Multi-Product Delivery,S. Qu; G. Hu,2025,IEEE Robotics and Automation Letters,texto_integral,excluir,E7,
